name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Austin,2025-07-29,100.1,74.8,86.3,97.4,74.8,86.5,63.6,54.1,0,0,0,,0,0,17,7,186.7,1019,0.3,9.8,301,26.1,8,30,2025-07-29T06:47:59,2025-07-29T20:26:46,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-07-30,100.1,69.9,86.2,97.7,69.9,85,54.8,37.6,0,0,0,,0,0,15,5.8,218.1,1015.8,1,9.9,277.2,24,9,10,2025-07-30T06:48:35,2025-07-30T20:26:04,0.19,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-07-31,101.8,71.9,87.7,102,71.9,88.9,62.4,45.9,0,0,0,,0,0,14.1,6.9,152.2,1015.4,1.7,9.9,204.5,17.5,6,10,2025-07-31T06:49:12,2025-07-31T20:25:21,0.22,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-01,101,75.7,87,103.5,75.7,90,67.8,55.5,0,0,0,,0,0,20.8,9,186.2,1017.8,12.6,9.9,291.1,25.1,8,30,2025-08-01T06:49:48,2025-08-01T20:24:36,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-02,97.1,78.2,85.4,104,78.2,89.2,69.5,60.1,0,0,0,rain,0,0,26.4,9,321.9,1018.2,11.6,9.9,228.2,19.8,9,30,2025-08-02T06:50:25,2025-08-02T20:23:51,0.29,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-03,98,73.9,86,102.6,73.9,88.7,69.2,61,0,0,0,,0,0,11.4,5.8,90.2,1014.2,10.9,9.9,199,17.3,7,30,2025-08-03T06:51:01,2025-08-03T20:23:04,0.32,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-04,89.1,77.5,82.7,91.4,77.5,84.7,69.1,65.1,0.013,100,4.17,rain,0,0,25.3,8.1,116.4,1013.8,24.5,9.9,241.9,20.8,9,30,2025-08-04T06:51:38,2025-08-04T20:22:16,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-05,96.1,74.8,84.8,100.3,74.8,87.2,69.1,62.2,0,0,0,,0,0,23,8.4,81.2,1017.2,8.5,9.9,216.2,18.6,8,30,2025-08-05T06:52:14,2025-08-05T20:21:27,0.38,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-06,98.1,75.7,86.8,100.8,75.7,90.1,70.3,61.8,0,0,0,,0,0,17.7,9.2,147.4,1019.1,27.5,9.9,106.2,9.3,3,60,2025-08-06T06:52:51,2025-08-06T20:20:36,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-07,100,76.9,88.3,104.3,76.9,91.9,69.9,58.3,0,0,0,,0,0,20,9.8,170.2,1017.7,10,9.9,158,13.8,7,60,2025-08-07T06:53:27,2025-08-07T20:19:45,0.45,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-08,100.1,75.7,88.8,102.4,75.7,91.3,67.4,52.6,0,0,0,,0,0,21.9,8.2,163.5,1013.9,0.6,9.9,293.8,25.6,9,30,2025-08-08T06:54:03,2025-08-08T20:18:52,0.48,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-09,98.9,76.9,88.4,103,76.9,91.4,68.3,54.4,0,0,0,,0,0,23,10.3,154.9,1012.9,3.1,9.9,283.3,24.6,8,60,2025-08-09T06:54:39,2025-08-09T20:17:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-10,98,75.7,87,99.4,75.7,89.8,69.1,59,0,0,0,,0,0,24.2,10.6,138.3,1013.6,9.2,9.9,284.1,24.3,8,60,2025-08-10T06:55:16,2025-08-10T20:17:04,0.55,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-11,100,76.9,87.3,103.1,76.9,90.1,68.9,57.7,0,0,0,,0,0,20.8,12.3,135.5,1013.3,12,9.9,284,24.6,8,60,2025-08-11T06:55:52,2025-08-11T20:16:08,0.59,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-12,97,76.9,87.1,99.5,76.9,90,68.6,56.8,0,0,0,,0,0,20.8,8.3,109.5,1013,7.1,9.9,277.3,24,8,60,2025-08-12T06:56:27,2025-08-12T20:15:11,0.62,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-13,94.9,78.1,84.4,99.8,78.1,88.2,70.7,64.5,0.022,100,4.17,rain,0,0,26.8,10.6,112,1013.2,14.5,9.9,276.5,24,8,30,2025-08-13T06:57:03,2025-08-13T20:14:14,0.66,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-14,100.1,78.1,88.2,104.4,78.1,91.7,70.1,59.3,0,0,0,,0,0,26.4,11.6,165.5,1012.8,3.8,9.9,165,14.2,7,60,2025-08-14T06:57:39,2025-08-14T20:13:15,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-15,95,77.9,84.7,101.7,77.9,89.6,72.9,69.3,0.504,100,16.67,rain,0,0,49.1,15.6,153.3,1015.6,30.8,9.5,86.8,7.5,3,60,2025-08-15T06:58:15,2025-08-15T20:12:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-16,100,75.8,86.4,104.3,75.8,90.4,71.2,64.2,0,0,0,,0,0,26,11.4,155,1016,41.1,9.9,146.9,12.7,5,60,2025-08-16T06:58:50,2025-08-16T20:11:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-17,98.1,78,88.1,101.4,78,92.1,70.7,60.6,0,0,0,,0,0,20.8,10.1,172.9,1014.4,10.2,9.9,173,14.9,9,75,2025-08-17T06:59:25,2025-08-17T20:10:13,0.8,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-18,101.8,76.9,89.7,104.2,76.9,92.5,68,53,0,0,0,rain,0,0,16.3,8.9,149.5,1013.7,7.1,9.9,209.9,18.1,9,60,2025-08-18T07:00:01,2025-08-18T20:09:11,0.84,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-19,96.9,78.1,86.3,103.2,78.1,90.5,70.1,60.1,0,0,0,,0,0,25.3,10.9,145.4,1014.4,2.9,9.8,258.6,22.4,8,30,2025-08-19T07:00:36,2025-08-19T20:08:08,0.87,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-20,98,73.1,84.1,101.9,73.1,86.7,69.2,64.1,0,0,0,,0,0,33.6,14.5,19,1013.5,10.6,9.9,258.7,22.3,8,30,2025-08-20T07:01:10,2025-08-20T20:07:04,0.91,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-21,92.8,72.1,79.3,95.8,72.1,80.4,69.3,73.8,0.443,100,20.83,rain,0,0,30,13.5,332.1,1012.8,30.6,9.1,270.1,23.3,8,30,2025-08-21T07:01:45,2025-08-21T20:05:59,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-22,92.9,72,81.2,97.4,72,83.7,70.1,72.4,0,0,0,rain,0,0,31.1,8.7,54.1,1013.3,20,9.7,259.5,22.3,8,30,2025-08-22T07:02:20,2025-08-22T20:04:54,0.98,Clear,Partly cloudy throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-23,93.8,73.1,83.6,95.3,73.1,84.9,67.3,61.5,0,0,0,,0,0,25.3,10.8,58.4,1014.4,16.6,9.9,257.5,22.2,9,10,2025-08-23T07:02:54,2025-08-23T20:03:48,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,E5093"
Austin,2025-08-24,97.1,74.8,85.8,98.4,74.8,86.9,65.2,53.4,0,0,0,,0,0,26.4,13.9,33.7,1014.3,12.9,9.9,221.9,19,8,10,2025-08-24T07:03:29,2025-08-24T20:02:41,0.05,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254413958,E5093"
Austin,2025-08-25,98.1,73.9,86.2,99.5,73.9,87.2,64.8,52.2,0,0,0,,0,0,20.8,8.1,105.4,1015,8.5,9.8,196.3,16.8,8,10,2025-08-25T07:04:03,2025-08-25T20:01:34,0.08,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,KEDC,E5093"
Austin,2025-08-26,97.1,73.9,83.7,99.6,73.9,85.6,68.6,63.8,0.067,100,4.17,rain,0,0,26.4,8.3,104.8,1017.2,30.5,9.9,237.7,20.6,8,30,2025-08-26T07:04:37,2025-08-26T20:00:25,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,KEDC,E5093"
Austin,2025-08-27,94,75.8,83.9,101.3,75.8,88,72.3,70.2,0,32,0,rain,0,0,12.8,6.9,146,1018.5,37.6,10,159.2,13.8,8,30,2025-08-27T07:05:11,2025-08-27T19:59:17,0.14,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,"KATT,KAUS,KEDC,E5093"
Austin,2025-08-28,98,76.9,87.6,103.4,76.9,92.4,71.6,62.2,0,3,0,rain,0,0,16.1,9.2,181.1,1015.4,21.1,10.1,278,24,9,30,2025-08-28T07:05:45,2025-08-28T19:58:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Austin,2025-08-29,98,78,87.8,104.3,78,93.1,71.8,61.3,0,36,0,rain,0,0,16.1,8.7,179.4,1012.2,30.4,10.1,299.5,26,9,30,2025-08-29T07:06:19,2025-08-29T19:56:57,0.21,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Austin,2025-08-30,90.1,77.6,83.9,98.5,77.6,89.3,73.2,70.9,0.024,40,4.17,rain,0,0,13.9,5.6,87.8,1011.8,50,11.3,155.3,13.2,6,30,2025-08-30T07:06:52,2025-08-30T19:55:47,0.24,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Austin,2025-08-31,85.7,75.5,81,93.3,75.5,84.3,72.4,75.5,0,41,0,rain,0,0,15,6.5,43.5,1015,66.6,12.8,194,16.7,5,30,2025-08-31T07:07:26,2025-08-31T19:54:36,0.25,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Austin,2025-09-01,89.1,74,81.5,92.8,74,83.6,68.8,66.5,0,31,0,,0,0,13.2,5.4,39.4,1015,51.7,15,204,17.6,5,10,2025-09-01T07:07:59,2025-09-01T19:53:24,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Austin,2025-09-02,90.9,72.4,82,92.5,72.4,83.2,65.9,59.9,0.012,17,4.17,rain,0,0,10.5,3.8,62.2,1013.9,29.7,15,278.6,24,9,10,2025-09-02T07:08:32,2025-09-02T19:52:12,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
